stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,3,9,0,1
72hpf,0.85,1.41,0.28,0,0,68.49,9.02,0,2.25
21Day,0,1.48,0.74,0,1.11,22.57,4.44,0,1.48
3Month,0.21,3.12,0,7.59,0.52,0.52,0,0,1.14
22Month,0,6.7,0.14,0.41,0.68,0,0,2.87,0.41
