stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,0.28,0,0,7.33,0.56,1.41
21Day,0.74,0.37,0.37,6.29,0,4.07
3Month,0,0,0,0.1,0,0.1
