stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,6,0,0
72hpf,0,0,0,1.13,0.28,0
21Day,0.37,0,0,0,0.37,0.37
3Month,0.73,0.31,0.1,0.1,0,0.21
22Month,0.27,0,0.14,0,0,0
