stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,13,2,1
72hpf,0.56,0.56,0,0,0.56,2.82,0,1.13
21Day,0.37,1.48,0,0,0.74,1.85,0,0.37
3Month,0.21,0,0.62,0,0,0,0,0
