stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,8,0,0
72hpf,0.56,0.56,0,0,0,6.2,0,0.85
21Day,2.96,0.37,0,0.37,0,4.07,0.37,1.11
3Month,0.62,0,5.82,0.21,0.1,0,0,0
