stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.85,0,0,0.85,0,0.28
21Day,2.96,0,0.37,0,0,1.11
3Month,5.1,0.31,1.14,0,0.83,1.46
22Month,2.87,0.14,0.14,0,0.27,0.68
