stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,1,0,0
72hpf,0.56,0,0,0,0,1.41,0,0.56
21Day,13.69,0.74,0,0,0,0.37,1.85,0
3Month,9.57,0,1.66,0.83,0.52,0,0.94,0.1
22Month,2.32,0,0.27,0.68,0,0,0.68,0.14
