stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,4.23,0,0
21Day,1.85,0,0,0,4.81,0,0
3Month,0.94,0.1,0,0.1,0,0.1,0.1
22Month,3.69,0,0.82,0,0,0.14,0.41
