stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,3,0,0,0,14,0,0,1
72hpf,0,0.56,0,0.28,0.85,5.36,0,0.28,1.41
21Day,0.37,4.44,0.74,0.74,0.37,15.17,0.37,0.74,5.55
