stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,0,1.13,0,0,0.28
3Month,0.1,6.45,0.52,0.52,0.42,0.31,0,0.1,1.14
22Month,0.41,6.97,0,1.23,0.14,0,0.27,0.14,0.82
