stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,5,0
72hpf,0,0.56,0,0,0.28,0,2.54,0.28
21Day,0,1.85,0.37,0,1.11,0.74,1.11,1.48
3Month,0.21,1.35,0,0.31,0.21,0.1,0,0.1
22Month,0,2.6,0,0,0.68,0.14,0,0
