stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,2,0,0
72hpf,0,0.56,0,0,0.85,0,0.28,0.56
21Day,0.37,0,0,0,1.85,0.37,0,0
3Month,0,0.21,0,0.1,0.21,0,0,0.1
22Month,0,0.27,0.14,0.27,0,0,0,0.14
