stage,Epithelial,Germ,Neuron,Other,Secretory
24hpf,0,0,0,1,0
72hpf,0,0,0.28,0,0
21Day,0.74,0,0,0,0
3Month,0.31,1.04,0,0,0.1
22Month,1.37,0.14,0,0,0
