stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,3,0,0,0,13,0,2
72hpf,0,0.28,0,0,0,3.95,0,0.28
21Day,0,0,0,0.37,0,1.48,0.37,0
3Month,0.1,0.62,0.42,0.31,0.1,0,0,0.1
22Month,0,0.41,0,0.14,0.14,0,0,0
