stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,1.41,0,0,0.28,0,0.56,0,0
21Day,2.22,0.37,0.37,0.37,0.37,0,0,0.74
3Month,5.62,0,0.31,1.25,0,0,0,0.1
22Month,3.01,0,0,1.23,0,0,0.27,0
