stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,3,58,1,7
72hpf,0.56,0,0.28,0.28,0,5.64,0,1.13
21Day,0.37,0.74,0,0,0,2.59,0,1.11
3Month,0.1,0,0.42,0.1,0,0,0,0.1
22Month,0,0,0.27,0.55,0,0.14,0,0
