stage,Epithelial,Erythroid,Immune,Muscle,Neuron
24hpf,0,0,0,1,0
72hpf,0.56,0,0,0,0
21Day,0.37,0.37,1.85,0,0.37
3Month,0.31,0,1.46,0,0
