stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0.28,0,0,0.28,6.48,0.56
21Day,0,0.37,0.74,0,3.33,0
3Month,0.42,0,0.1,0,0,0
22Month,0.27,0,0,0,0,0
