stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,7,0,1
72hpf,0.28,0.28,0,0,0.28,27.34,0,2.54
21Day,0.37,0.37,0,0,0,7.77,0,1.48
3Month,0.83,0,0.1,0.21,0,0.1,0,0
22Month,2.32,0,0,0.41,0.27,0,0.14,0.14
