stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,2,12,0,0
72hpf,1.13,0,0,0.56,2.82,0.28,0,38.9
21Day,3.7,0.37,0,0,0.74,0,0,14.43
3Month,4.06,29.12,0.83,0.31,0.1,0.1,0.1,1.77
22Month,0.68,2.32,0.14,0,0.14,0,0.14,0.14
