stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,1,0,1
72hpf,0,0.28,0,0,0,1.13,0,0
21Day,0,1.11,0,0,0.37,0.74,0,0.74
3Month,0,0.52,0.1,0,0,0,0,0
22Month,0.14,2.6,0.14,0.27,0,0,0.14,0.14
