stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.41,0,0,0,0.28,0,0,0.28
21Day,3.7,0,0,0.37,1.11,0,0.37,0.37
3Month,9.88,3.02,0.62,0,0.1,0,0,0.21
22Month,4.78,1.23,0.41,0,0,0.14,0,0
