stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,2,0,2,0,0,1
72hpf,0.56,0,0,0,0,4.51,0,0,0
21Day,0.37,0.37,0,0.74,0.37,39.59,0,0,0.74
3Month,0.62,0,0,0.52,0.1,0.1,0,0.1,0.21
22Month,2.32,0,0.27,0.68,0,0,0.14,0,0.55
