stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0,0
21Day,0,0,0,0,0.74,0,0,0
3Month,0.1,6.97,0.42,0.73,0,0,0.31,0.31
22Month,0,5.47,0.14,0.41,0,0.14,0.14,0
