stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,29,0,0,0,0,5,9,1,0
72hpf,19.17,0.28,0,0,0,3.38,0,0,0.85
21Day,25.53,0.37,0,0.74,0.37,3.33,0,0,0
3Month,22.57,0.1,3.02,0.42,0.21,3.85,0,0.21,0.42
22Month,6.01,0,0.27,0.27,0.14,0.55,0,0.27,0.14
