stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,3,0,1
72hpf,0.28,0.85,0,0,0,3.38,0,0.56
21Day,0,1.11,0,0.37,0.37,1.11,0,0
3Month,0,2.6,0.31,0.21,0.62,0,0,0.1
22Month,0.14,0.55,0,0.14,0,0.14,0.14,0
