stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,1,0
72hpf,0,0,0,0,0,0.28,0.28
21Day,2.59,0.37,0,0,1.11,0.37,2.22
3Month,0.31,0,0.1,0.1,0,0,0
