stage,Endothelial,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,1,34,0,3
72hpf,0,0,0.28,0,6.2,0.28,1.13
21Day,0.37,0.74,0,0,2.22,0,0.74
