stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,1.48,0,0,0,0.37,0,0,0
3Month,0,7.07,0.52,1.04,0,0,0,0.21,0.31
22Month,0.14,12.57,0,6.97,0.27,0.14,0.14,0.14,1.09
