stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,1,0,0,2,1,8,0,0,4
72hpf,0.56,1.13,0,0,0,0.28,1.41,0,0,10.15
21Day,0.37,0.74,0.74,0,0.37,0.74,1.11,0,0,27.38
3Month,0.73,1.25,0,0.52,0.62,0.1,0.1,0,0.21,7.07
22Month,2.46,5.06,0,0,0.96,0.14,0,0.14,0,5.74
