stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4,0
72hpf,1.13,0.28,0,0.28,0,43.97,1.13
21Day,0.37,0.37,0,0.37,0.74,12.21,0.37
3Month,0.62,0,0.62,0,0,0.1,0.21
22Month,4.37,0,0.55,0.68,0,0,0.68
