stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,41,0,0,4,0,0
72hpf,0,40.3,0.28,0.56,1.13,0,1.41
21Day,0,66.23,0.37,0.37,1.48,0.37,0
22Month,0.14,0.41,0,0,0,0,0
