stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,68,0,0,2,6,322,0,0,213
72hpf,1.13,84.84,4.51,0,0.85,13.53,100.34,0.28,1.41,284.1
21Day,0,198.68,14.06,0.74,5.18,69.93,59.94,0.37,11.84,383.68
3Month,1.14,247.14,1.04,5.62,13.94,9.47,3.43,0.21,4.37,203.67
22Month,2.46,74.06,0.82,1.23,7.24,4.1,14.21,4.1,3.42,129.54
