stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.56,0,0,0,4.23,0,0.85
21Day,0,0.37,0,0.37,0,1.48,0,0
3Month,0,4.26,8.32,1.04,0.21,0.31,0.1,0.83
22Month,0.14,0.68,0,0.68,0,0,0,0.55
