stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,2,0,1,0,27,0,3
72hpf,0.28,1.41,0,0.56,0,13.81,0,5.07
21Day,0,2.22,1.11,3.33,0.37,10.73,0,15.91
3Month,0,0.21,0,0.62,0,0,0,0.31
22Month,0.14,1.23,0.14,2.19,0,0.14,0.27,0.14
