stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,9,0,0,0
72hpf,0.56,0,0,0,2.54,0.28,0,0.28
21Day,0,2.22,0,0.74,0.74,0,0.37,0.37
3Month,0.83,0,0.83,0.1,0,0,0,0
