stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1
21Day,4.81,0,0,0.37,0,0
3Month,5.51,0.42,0.83,0.31,0.1,1.87
22Month,0,0,0.27,0,0,0.14
