stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,2,0,0
72hpf,0,0.85,0,0,0.56,45.94,0.28,0.85
21Day,0,0.37,0,0.74,0.37,15.17,0,1.85
3Month,0,0.42,0,0,0,0.52,0,0.1
22Month,0.14,1.37,0.14,0,0,0,0,0.14
