stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
21Day,0,0,0,0.37,0,0
3Month,4.06,0.21,0.42,0.21,0,0
22Month,5.33,0,0.14,0.14,0.27,0.14
