stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,1
72hpf,0,0,0,0,0,0,0.85
21Day,0,0,0,0,0.37,0,0
3Month,0.1,0.73,2.08,0.52,0.31,0.1,0
22Month,0,0.14,0.55,0,0,0,0
