stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0,0.56,0
21Day,0.37,0.74,0,0,1.48,0
3Month,1.98,0,0.52,0,0,0.42
22Month,1.91,0.14,0,0.41,0.14,0.82
