stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,7,0,0,0
72hpf,0,0,0,0,0,0.85,0,0,0
21Day,4.81,0.37,0,0,0,0,0,0.74,0
3Month,21.95,0,0.21,0.73,0,0,0,0.1,0.42
22Month,4.78,0,0.14,0.82,0.27,0.14,0.14,0,0
