stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,1
72hpf,0,1.13,0,0,0.85,0.85,0,0,0.85
21Day,0,1.48,0.37,0.37,0.37,2.22,0,0.37,1.85
3Month,0.1,2.5,0,0.73,0,0.1,0,0.21,0.42
22Month,0.14,6.97,0,0.82,0.14,0.14,0.27,0.27,0.27
