stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0,0,0,0,0.28,0
21Day,0,0.37,1.11,0,8.51,1.11,0.37
3Month,0.1,0.21,0,0.31,3.85,0,0.31
22Month,0,0.27,0,0,0.41,0,0
