stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,5,0,0,1
72hpf,2.25,0,0,0.56,0.28,5.64,0,0.28,0
21Day,5.18,0.37,0.37,0.37,0.37,1.11,0,0,1.11
3Month,7.8,0.31,7.07,0.42,0.31,0.21,0.21,0,0.73
22Month,1.64,0.14,2.32,0,0,0,0.14,0,0
