stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.56,0,0,0,0,0
21Day,1.48,0,0.37,0.37,0.74,0.74
3Month,0.21,0.21,0.1,0,0,0.21
