stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,1,0,1,0,1
72hpf,0,0,0,0,0.28,0,0.56
21Day,0,0,0.37,0,0.37,0,0
3Month,0.1,0.62,1.35,0,0.1,0,0.21
22Month,0.14,1.5,4.51,0.14,0.14,0.27,0.68
