stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0.28,0,0,18.6,0,0.85
21Day,0,1.85,0,0.37,9.25,0.74,0.74
3Month,0,0.1,0.1,0,0,0,0
