stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,1
72hpf,0,0.28,0.28,0,0,0.85,0,0,0
21Day,0,1.11,4.44,0,18.13,0.74,0,0.37,0.37
3Month,0.21,1.25,0.73,0.21,9.36,0,0,0,0.52
22Month,0,1.91,0,0,2.6,0,0.27,0.14,0.14
