stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,11,0,0,0
72hpf,0.56,0.28,0,0,0.28,2.25,0,0,0.85
21Day,0,1.11,0.37,0.37,0.37,5.18,0,0,1.85
3Month,0,0.31,0,0.21,0,0,0,0,0
22Month,0,3.69,0,0,0.14,0,0.55,0.14,0
