stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,0,7,1,0
72hpf,0,0.56,0,0,0.28,0,2.25,0,1.41
21Day,0,0.37,1.48,0,0,0,1.48,0,0.74
3Month,0,0.42,0,0.21,0,0.21,0,0,0
22Month,0,1.91,0,0.27,1.37,0,0,0.14,0
