stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,0
72hpf,0.28,0,0,0.56,11.84,0.28,0
21Day,0.74,0,0,0.74,3.33,0.37,0.74
3Month,1.14,5.1,0.31,0.1,0,0.1,0.21
22Month,0.27,0,0,0,0.14,0,0
