stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0,0.28,0,0,4.23,0,0
21Day,0.37,0,0,0.37,1.48,0,0.37
3Month,1.04,0,0.1,0,0.1,0.21,0.21
22Month,0.41,0,0,0,0,0,0
