stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,6,0,0,0
72hpf,0,0,0,1.41,0,0,0
21Day,0,0,0,2.59,0.37,0,0
3Month,0.1,0,0.1,1.66,0,0,0.1
22Month,1.37,0.14,0,2.73,0,0.14,0.27
