stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,1,1,0,1
72hpf,0.56,2.54,0,0,0,0.28,0,0.56
21Day,0,9.62,0,0.74,0,0,0,0.37
3Month,0,1.98,12.69,0.52,0.21,0.21,0.1,0
