stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.41,0.28,0,0,0,0.28,0,0
21Day,8.88,0.74,0,4.44,0.74,1.85,0.74,0.37
3Month,16.02,0.21,1.56,13.52,0.31,0.31,0.42,0.62
22Month,6.97,0,0,8.47,0.14,0.41,0.14,0.14
