stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,2,0,0
72hpf,0,0,0,0.85,0,0.56
21Day,0.37,0,0,1.48,0,0.37
3Month,1.25,4.47,0.21,0.1,0.1,0.21
