stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,2,0,0,1,2,29,3
72hpf,0,1.69,0.28,0,0.28,0.28,11.84,1.69
21Day,0,2.59,2.22,0,1.48,1.85,7.03,1.11
3Month,0.31,0.94,0,0.31,0.31,0.21,0,0.1
22Month,0,2.32,0,0,0.14,0,0,0.14
