stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0.28,0,0,0,0,22.27,0.56
21Day,0.74,1.11,0,1.11,0.37,16.28,1.85
3Month,0.21,0,0.1,0.1,0,0,0
22Month,0.41,0,0,0,0,0,0
