stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,0,0,0,0,0,0.28,0,0.28
21Day,1.11,0,0,0,0,0,0,0
3Month,3.64,0.21,25.48,1.14,0.21,0.31,0.21,0.1
22Month,2.05,0,0.55,1.64,0,0,0.14,0.27
