stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,0,1
72hpf,0,0,0.28,0,0,0,0.56
21Day,0.37,0,0.37,0.37,0,0.37,0.37
3Month,2.6,0.42,0.73,0.31,0.1,0.1,0.21
22Month,2.46,0.14,0.14,0,0.14,0,0.14
