stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,19,0,0,0
72hpf,1.41,0.56,0,0,47.91,0,0,1.41
21Day,0,0.74,0,0.74,17.76,0,0.37,0.37
3Month,0.42,0,0.1,0,0.1,0,0,0.1
22Month,1.09,0.14,0,0,0,0.14,0,0.14
