stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,7,1
72hpf,1.13,0,0.56,0,0.28
21Day,1.85,0.37,0,1.11,2.22
3Month,0.42,0.1,0,0,0.1
22Month,0.14,0.14,0,0,0.14
