stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,1
72hpf,0.28,0,0.28,0,0,0,2.82,0,1.13
21Day,0,0.74,0,0,0.74,0.37,4.44,0.74,0.74
3Month,0,1.35,0,1.77,0.31,0.42,0.31,0.31,0.1
22Month,0,1.37,0,0,0.27,0.27,0,0,0
